qtd,time_on,time_off,q264,q464,q750,q1264,q1864,q2564,withtoff,is_pc,is_mob
0,0.090975,0,0.5653,0.144,0.2907,0,0,0,0,1,0
0,0.016882,0,0.2838,0.4054,0.2297,0.0811,0,0,0,1,0
0,0.000577,0,0.75,0.25,0,0,0,0,0,1,0
0.026316,0.031888,0.011503,0.1538,0.0502,0.0468,0.0468,0.0401,0.6622,1,1,0
0,0.503138,0,0.0607,0.1158,0.0257,0.1076,0.0766,0.6135,0,1,0
0.078947,0.016377,0.05596,0.0821,0.0857,0.0893,0.0857,0.0929,0.5643,1,1,0
0.026316,0.096422,0.035454,0.1592,0.0142,0.013,0.0142,0.0153,0.7842,1,1,0
0.026316,0.005014,0.072656,0.0566,0.0566,0.0377,0.0377,0.0377,0.7736,1,1,0
0.026316,0.067311,0.019147,0.2435,0.721,0.0355,0,0,0,1,0,1
0,0.00202,0,0,1,0,0,0,0,0,1,0
0,0.00101,0,0.1429,0.1429,0.1429,0,0.1429,0.4286,0,0,1
0,0.169108,0,0.0132,0.0144,0.012,0.0108,0.0108,0.9388,0,1,0
0,0.126759,0,0.0477,0.0477,0.0459,0.0495,0.0442,0.765,0,1,0
0,0.038165,0,0.7303,0.1742,0.0955,0,0,0,0,1,0
0,0.013852,0,0.9487,0.0513,0,0,0,0,0,1,0
0.026316,0.015511,0.010338,0,0,0,1,0,0,1,1,0
0,0.003535,0,0.0476,0.0476,0.7619,0.0476,0.0476,0.0476,0,1,0
0.026316,0.248214,0.011575,0.0243,0.0256,0.023,0.0226,0.0243,0.8802,1,1,0
0,0.137364,0,0.0047,0.0063,0.0111,0.9778,0,0,0,1,0
0,0.184835,0,0.3641,0.1421,0.1083,0.119,0.1279,0.1385,0,1,0
0.236842,0.017603,0.028619,0.0899,0.1035,0.1008,0.0954,0.1553,0.455,1,1,0
0,0.201356,0,0.0359,0.0317,0.0306,0.0317,0.0317,0.8384,0,1,0
0,0.017603,0,0.06,0.06,0.07,0.06,0.06,0.69,0,1,0
0,0.001876,0,0.0833,0.0833,0.0833,0.75,0,0,0,1,0
0.026316,0.113195,0.011575,0.0856,0.0143,0.0143,0.0143,0.0143,0.8573,1,1,0
0,0.233172,0,0.0157,0.0157,0.0148,0.0148,0.0157,0.9232,0,1,0
0,0.003535,0,0.1,0.05,0.05,0.05,0.1,0.65,0,1,0
0.026316,0.029543,0.070909,0.7017,0.2017,0.0966,0,0,0,1,1,0
0.026316,0.003571,0.03378,0,0,0,0.7778,0,0.2222,1,0,1
0.026316,0.011471,0.014269,0.0709,0.3121,0.4823,0.1348,0,0,1,0,1
0,0.262679,0,0.2373,0.5762,0.1848,0.0018,0,0,0,1,0
0.052632,0.026068,0.023478,0.8517,0.0138,0.0207,0.0138,0.0207,0.0793,1,1,0
0,0.373205,0,0.5839,0.341,0.0554,0.0198,0,0,0,0,1
0,0.294856,0,0.1341,0.0877,0.1072,0.671,0,0,0,1,0
0.026316,0.064317,0.069598,0.0088,0.877,0.1142,0,0,0,1,0,1
0,0.011038,0,1,0,0,0,0,0,0,0,1
0,0.246086,0,0.306,0.1213,0.0874,0.0705,0.1597,0.2551,0,1,0
0,0.114566,0,0.1703,0.1102,0.1603,0.3627,0.1964,0,0,1,0
0.026316,0.026694,0.091366,0.5087,0.1609,0.2043,0.1261,0,0,1,1,0
0.052632,0.045523,0.107928,0.8006,0.0794,0.0218,0.014,0.0125,0.0717,1,1,0
0,0.03903,0,0.1196,0.1196,0.1413,0.2609,0.2935,0.0652,0,1,0
0.052632,0.011255,0.034617,0.0838,0.5236,0.3927,0,0,0,1,0,1
0,0.056634,0,0.336,0.012,0.024,0.024,0.604,0,0,1,0
0,0.07063,0,0.0213,0.0213,0.0213,0.0213,0.0213,0.8936,0,1,0
0,0.391314,0,0.4146,0.0115,0.011,0.0089,0.0099,0.5441,0,1,0
0,0.273068,0,0.026,0.0126,0.0126,0.0118,0.0118,0.9251,0,1,0
0,0.086574,0,0.6559,0.3382,0.0059,0,0,0,0,1,0
0.026316,0.063812,0.072073,0.8917,0.0903,0.0181,0,0,0,1,1,0
0,0.00303,0,0.125,0.0625,0.0625,0.0625,0.125,0.5625,0,1,0
0,0.084265,0,0.0026,0,0.0026,0.0486,0.1074,0.8389,0,1,0
0.026316,0.028569,0.233692,0.1529,0.0275,0.1437,0.0275,0.0275,0.6208,1,1,0
0,0.033114,0,0.729,0.0065,0.1097,0.0129,0.0129,0.129,0,1,0
0,0.00873,0,0.0526,0.9474,0,0,0,0,0,0,1
0,0.072433,0,0.7804,0.0712,0.1128,0.0356,0,0,0,1,0
0.026316,0.03279,0.012595,0.9891,0.0109,0,0,0,0,1,1,0
0.026316,0.257738,0.011794,0.008,0.0071,0.0067,0.0067,0.0063,0.9652,1,1,0
0.026316,0.185845,0.050961,0.0649,0.0149,0.0144,0.9059,0,0,1,1,0
0.026316,0.019046,0.035236,0.8603,0.0335,0.0279,0.0168,0.0223,0.0391,1,1,0
0.052632,0.021523,0.129113,0.2984,0.2459,0.2361,0.1311,0.0754,0.0131,1,1,0
0,0.00101,0,0.1429,0.1429,0.1429,0.1429,0.2857,0.1429,0,1,0
0,0.01378,0,0.0149,0.0149,0.8209,0.0149,0.0149,0.1194,0,1,0
0,0.033403,0,0.0119,0,0.0119,0.006,0.244,0.7262,0,0,1
0,0.008441,0,0.4884,0.5116,0,0,0,0,0,1,0
0.026316,0.055191,0.129878,0.1624,0.1564,0.2653,0.303,0.1129,0,1,0,1
0,0.46216,0,0.4224,0.2934,0.1147,0.0879,0.0779,0.0038,0,1,0
0,0.124161,0,0.0449,0.0466,0.0449,0.0466,0.0466,0.7703,0,1,0
0,0.150566,0,0.0015,0.0015,0.035,0.0131,0.1676,0.7813,0,1,0
0,0.023303,0,0.036,0.027,0.027,0.9099,0,0,0,1,0
0,0.01883,0,0.2626,0.6667,0.0707,0,0,0,0,0,1
0,0.011904,0,1,0,0,0,0,0,0,1,0
0.026316,0.265024,0.035673,0.1815,0.1271,0.1244,0.1237,0.1237,0.3197,1,1,0
0.052632,0.02174,0.05562,0.0872,0.0116,0.0058,0.0174,0.0233,0.8547,1,0,1
0,0.537912,0,0.998,0,4e-04,0,4e-04,0.0012,0,1,0
0,0.003319,0,0,1,0,0,0,0,0,1,0
0,0.019768,0,0,0,0,0,0,1,0,0,1
0,0.127336,0,0.0067,0.0067,0.0067,0.0067,0.0067,0.9663,0,1,0
0,0.12647,0,0.2903,0.0102,0.0102,0.0102,0.0102,0.6689,0,1,0
0,0.001082,0,1,0,0,0,0,0,0,0,1
0,0.019046,0,0.0109,0.0109,0.0109,0.0109,0.0217,0.9348,0,1,0
0.052632,0.132554,0.019875,0,1,0,0,0,0,1,1,0
0,0.001371,0,0.1429,0.1429,0.1429,0.5714,0,0,0,1,0
0.026316,0.080405,0.068069,0.0101,0.0353,0.2003,0.0668,0.1171,0.5705,1,0,1
0,0.128779,0,0.7633,0.1667,0.053,0.0152,0.0019,0,0,1,0
0,0.272491,0,0.1924,0.2305,0.5633,0.0139,0,0,0,1,0
0.078947,0.064011,0.069428,0.0332,0,0,0,0,0.9668,1,0,1
0.236842,0.020648,0.036983,0.3797,0.0127,0.0253,0.5823,0,0,1,1,0
0,0.45408,0,0.4604,0.3837,0.1535,0.0025,0,0,0,1,0
0.026316,0.083868,0.051471,0.0236,0.1383,0.1087,0.1939,0.1868,0.3487,1,0,1
0,0.037804,0,0.0337,0.0225,0.0225,0.9213,0,0,0,1,0
0.026316,0.149917,0.023369,0.6867,0.0251,0.0251,0.2631,0,0,1,1,0
0,0.007575,0,0,0.9394,0,0,0,0.0606,0,0,1
0,0.014501,0,0.383,0.1915,0.1277,0.1064,0.1064,0.0851,0,1,0
0,0.009018,0,0.1591,0.1364,0.1364,0.1591,0.3182,0.0909,0,1,0
0.026316,0.050862,0.335469,0.479,0.0724,0.1075,0.0818,0.0724,0.1869,1,1,0
0,0.117163,0,0.0037,0.0037,0.0037,0.0037,0.0037,0.9817,0,1,0
0,0.06154,0,0.2605,0.5594,0.1801,0,0,0,0,1,0
0.078947,0.025954,0.187949,0.175,0.1451,0.1451,0.1431,0.1431,0.2485,1,1,0
0.026316,0.01295,0.019656,0.08,0.08,0.0467,0.0467,0.0467,0.7,1,1,0
0.210526,0.022565,0.03408,0.0231,0.1111,0.1111,0.1111,0.162,0.4815,1,1,0
0,0.006421,0,0.6207,0.3103,0.069,0,0,0,0,1,0
0.026316,0.029038,0.079718,0.6304,0.0362,0.029,0.0254,0.0254,0.2536,1,1,0
0,0.150927,0,0.1424,0.118,0.1626,0.1914,0.236,0.1496,0,1,0
0,0.088738,0,0.2767,0.0316,0.0364,0.0583,0.4733,0.1238,0,1,0
0.026316,0.075211,0.014269,0.0089,0.0045,0.006,0.9807,0,0,1,1,0
0,0.008657,0,0.025,0,0.05,0.1,0.175,0.65,0,1,0
0.026316,0.189308,0.062755,0.0361,0.0227,0.0216,0.9196,0,0,1,1,0
0,0.015728,0,0,0.3382,0.6176,0.0294,0,0.0147,0,0,1
0,0.077123,0,0.248,0.0381,0.0354,0.0409,0.0327,0.6049,0,1,0
0,0.012553,0,0.68,0.32,0,0,0,0,0,1,0
0.026316,0.03885,0.303509,0.503,0.0898,0.3982,0.006,0.003,0,1,1,0
0,0.154967,0,0.0458,0.9528,0.0014,0,0,0,0,1,0
0,0.000289,0,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,1,0
0.026316,0.04675,0.019074,0.3929,0.0141,0.0165,0.0071,0.0141,0.5553,1,1,0
0,0.024529,0,0.0171,0,0.0427,0.0342,0.4872,0.4188,0,0,1
0,0.002453,0,0.125,0.0625,0.0625,0.0625,0.0625,0.625,0,1,0
0,0.040834,0,0.2775,0.2147,0.2565,0.2461,0.0052,0,0,1,0
0.026316,0.198795,0.031086,0.0157,0.0016,0.0016,0.0016,0.0016,0.9778,1,1,0
0,0.533295,0,0.0883,0.0097,0.0097,0.8923,0,0,0,1,0
0,0.096891,0,0.6759,0.2531,0.071,0,0,0,0,1,0
0,0.121131,0,0.0107,0.0053,0.0053,0.0053,0.0053,0.968,0,1,0
0.078947,0.030734,0.023466,0.508,0.041,0.0357,0.0446,0.3672,0.0036,1,1,0
0,0.010605,0,0.6667,0.0833,0.0833,0.0833,0.0833,0,0,1,0
0,0.001587,0,0.1429,0.1429,0.1429,0.1429,0.1429,0.2857,0,1,0
0,0.003824,0,0.1364,0.0909,0.0909,0.6818,0,0,0,1,0
0,0.008802,0,0.5227,0.0682,0.0455,0.0455,0.0455,0.2727,0,1,0
0.026316,0.025503,0.233328,0.4229,0.1294,0.1144,0.0995,0.0448,0.1891,1,1,0
0,0.027054,0,0.3594,0.1016,0.0703,0.4688,0,0,0,1,0
0,0.005699,0,1,0,0,0,0,0,0,0,1
0.157895,0.06324,0.032809,0.002,0.0025,0.0025,0.0025,0.0029,0.9877,1,1,0
0,0.065003,0,0.2549,0.0229,0.0229,0.0261,0.0261,0.6471,0,1,0
0,0.005844,0,0.0541,0,0.0811,0.0541,0.8108,0,0,0,1
0.026316,0.019082,0.029703,0.0303,0.0303,0.1758,0.7636,0,0,1,1,0
0,0.058798,0,0.0286,0,0,0,0,0.9714,0,0,1
0.052632,0.110694,0.038694,0.1766,0.1669,0.1779,0.1617,0.1052,0.2117,1,1,0
0.026316,0.032537,0.065157,0.0224,0.016,0.0417,0.9199,0,0,1,1,0
0,0.003896,0,0.8333,0,0,0.1667,0,0,0,0,1
0,0.000289,0,0.25,0.25,0.25,0.25,0,0,0,1,0
0.026316,0.071243,0.009974,0.5698,0.0837,0.087,0.0722,0.0493,0.1379,1,1,0
0.026316,0.020345,0.020748,0.8905,0.0657,0.0292,0.0146,0,0,1,0,1
0,0.002742,0,0.0833,0,0,0,0.0833,0.8333,0,0,1
0,0.306399,0,0.9684,0.0303,0.0012,0,0,0,0,1,0
0,0.002164,0,0.3077,0.2308,0.3077,0.1538,0,0,0,1,0
0,0.04271,0,0.0092,0.0092,0.788,0.0415,0.0323,0.1198,0,1,0
0,0.130221,0,0.0358,0.063,0.4923,0.4089,0,0,0,0,1
0,0.00606,0,0.0313,0.0313,0.7813,0.0625,0.0313,0.0625,0,1,0
0,0.020417,0,0.0208,0,0,0.0625,0.0208,0.8958,0,0,1
0.078947,0.009667,0.031208,0.3191,0.0957,0.1915,0.2305,0.1525,0.0106,1,0,1
0.052632,0.054253,0.028975,0.0383,0.0083,0.0532,0.9002,0,0,1,0,1
0.052632,0.018108,0.187464,0.3644,0.1289,0.4667,0.0222,0.0178,0,1,0,1
0.052632,0.192988,0.036874,0.1328,0.0097,0.0093,0.0093,0.0097,0.8291,1,1,0
0,0.005916,0,1,0,0,0,0,0,0,0,1
0,0.002814,0,0.1176,0.1176,0.1176,0.0588,0.0588,0.5294,0,1,0
0,0.003174,0,1,0,0,0,0,0,0,1,0
0,0.02691,0,0.0984,0.5656,0.082,0.1148,0.082,0.0574,0,1,0
0.026316,0.016629,0.195909,0.5833,0.25,0.1288,0.0379,0,0,1,1,0
0.026316,0.001551,0.035964,0.2308,0.2308,0.1538,0.2308,0.1538,0,1,1,0
0,0.111175,0,0.6552,0.3448,0,0,0,0,0,1,0
0,0.214703,0,0.8929,0.01,0.009,0.009,0.008,0.0711,0,1,0
0.052632,0.136161,0.051289,0.2117,0.0185,0.018,0.019,0.1362,0.5966,1,1,0
0,0.000794,0,0.1429,0.1429,0.1429,0.1429,0.1429,0.2857,0,1,0
0,0.151576,0,0.0858,0.0633,0.0617,0.0602,0.1114,0.6175,0,1,0
0,0.105404,0,0.9859,0.0141,0,0,0,0,0,1,0
0,0.043215,0,0.0443,0.0049,0.0049,0.0049,0.0049,0.936,0,1,0
0.026316,0.108145,0.119977,0.2212,0.1048,0.674,0,0,0,1,1,0
0,0.086502,0,0,0,0.0025,0,0,0.9975,0,0,1
0,0.062189,0,0.7446,0.1196,0.1196,0.0163,0,0,0,1,0
0,0.03398,0,0.3906,0.1484,0.2266,0.1406,0.0938,0,0,0,1
0,0.178991,0,0.4877,0.0468,0.0222,0.0406,0.1207,0.282,0,1,0
0,0.009307,0,0.881,0.119,0,0,0,0,0,1,0
0.026316,0.017423,0.022568,0.7943,0.0142,0.1135,0.0284,0,0.0496,1,0,1
0,0.029579,0,0.0759,0.069,0.0759,0.3862,0.1379,0.2552,0,1,0
0,0.1813,0,0.0375,0.0223,0.0223,0.0234,0.0434,0.8511,0,1,0
0.105263,0.033735,0.027774,0.826,0.0161,0.1579,0,0,0,1,0,1
0.078947,0.082714,0.024243,0.1007,0.0547,0.0413,0.0673,0.1213,0.6147,1,1,0
0,0.01717,0,0.2346,0.0494,0.1852,0.0494,0.0494,0.4321,0,1,0
0,0.031744,0,0.9706,0.0294,0,0,0,0,0,1,0
0.026316,0.021607,0.103669,0.2105,0.1435,0.1579,0.1053,0.0957,0.2871,1,1,0
0,0.076113,0,0.0938,0.0511,0.0398,0.125,0.6903,0,0,1,0
0,0.000649,0,0.5,0.1667,0.1667,0.1667,0,0,0,1,0
0,0.019623,0,0.5,0.0208,0.0208,0.0313,0.0208,0.4063,0,1,0
0,0.004545,0,0.08,0.04,0.04,0.04,0.04,0.76,0,1,0
0,0.002236,0,0.2143,0.0714,0.0714,0.0714,0.0714,0.5,0,1,0
0,0.501551,0,0.2691,0.015,0.0154,0.7005,0,0,0,1,0
0,0.019768,0,0,0.3953,0.5814,0,0,0.0233,0,0,1
0,0.016449,0,0.5641,0.0513,0.0513,0.0385,0.0641,0.2308,0,1,0
0,0.038237,0,0.0112,0.0056,0.0056,0.0056,0.0056,0.9665,0,1,0
0,0.004473,0,0.25,0.2083,0.3333,0.2083,0,0,0,1,0
0,0.219681,0,0.9727,0.0273,0,0,0,0,0,1,0
0,0.020056,0,0.0208,0.0208,0.0208,0.8854,0.0521,0,0,1,0
0,0.009162,0,0.3333,0.1458,0.4375,0.0833,0,0,0,0,1
0.026316,0.170009,0.077169,0.0058,0.0077,0.9865,0,0,0,1,0,1
0.026316,0.292259,0.02104,0.1767,0.139,0.108,0.0727,0.1001,0.4035,1,1,0
0.026316,0.181697,0.009537,0.0204,0.0084,0.0084,0.0084,0.0084,0.9459,1,1,0
0,0.363682,0,0.0088,0.0118,0.01,0.0254,0.0254,0.9186,0,1,0
0.052632,0.031263,0.04339,0.1533,0.0686,0.0961,0.0664,0.0938,0.5217,1,1,0
0.026316,0.002128,0.203116,0.1379,0.1379,0.1379,0.1379,0.1379,0.3103,1,1,0
0.026316,0.057139,0.025189,0.1161,0.2022,0.1086,0.1348,0.1554,0.2828,1,0,1
0.052632,0.010413,0.060716,0.9775,0.0225,0,0,0,0,1,1,0
0.026316,0.032537,0.057877,0.1237,0.0137,0.0137,0.0103,0.0103,0.8282,1,1,0
0,0.002164,0,0.0714,0,0,0,0,0.9286,0,0,1
0,0.045163,0,0.4472,0.1626,0.1545,0.1057,0.122,0.0081,0,1,0
0.026316,0.042998,0.044118,0.1762,0.1886,0.2109,0.1563,0.268,0,1,1,0
0,0.097756,0,0.1089,0.0196,0.0196,0.0196,0.024,0.8083,0,1,0
0,0.054614,0,0.0463,0,0,0,0,0.9537,0,0,1
0,0.01515,0,0.0548,0.0411,0.0548,0.0548,0.0548,0.7397,0,1,0
0,0.005122,0,0.6786,0.1786,0.1071,0.0357,0,0,0,1,0
0,0.002669,0,0.0625,0.0625,0.0625,0.0625,0.0625,0.6875,0,1,0
0.052632,0.147176,0.03378,0.9507,0.0493,0,0,0,0,1,1,0
0.026316,0.014213,0.021331,0.0221,0,0.0221,0,0.0221,0.9338,1,1,0
0,0.018253,0,0.3968,0.2857,0.2857,0.0317,0,0,0,1,0
0.131579,0.029507,0.042443,0.3679,0.0456,0.0332,0.0373,0.029,0.4869,1,1,0
0.026316,0.005952,0.134027,0.6452,0.0645,0.0645,0.0645,0.0806,0.0806,1,1,0
0,0.303081,0,0.0232,0.0065,0.0326,0.0348,0.1007,0.8023,0,1,0
0,0.53077,0,0.0053,0.0053,0.0053,0.9841,0,0,0,1,0
0,0.073588,0,0.0202,0.0173,0.0173,0.9451,0,0,0,1,0
0,0.180434,0,0.8371,0.0251,0.0275,0.0228,0.0228,0.0647,0,1,0
0,0.000794,0,1,0,0,0,0,0,0,1,0
0.026316,0.039175,0.010702,0.7778,0.0352,0.0298,0.0298,0.0298,0.0976,1,1,0
0,0.006277,0,0.0313,0.0313,0.0313,0.9063,0,0,0,1,0
0,0.006204,0,1,0,0,0,0,0,0,0,1
0.026316,0.141548,0.02104,0.0524,0.0531,0.0569,0.066,0.0645,0.7071,1,1,0
0,0.204242,0,0.0421,0.0053,0.0042,0.0042,0.0042,0.9399,0,1,0
0.026316,0.231188,0.01325,0.1076,0.111,0.119,0.1452,0.3205,0.1967,1,1,0
0.026316,0.044802,0.206392,0.9097,0.0143,0.0143,0.0143,0.0143,0.0333,1,1,0
0,0.003679,0,0.1053,0.1053,0.1053,0.1053,0.0526,0.5263,0,1,0
0,0.024818,0,0.075,0.4583,0.4667,0,0,0,0,0,1
0.052632,0.019335,0.108219,0.0148,0,0.0148,0,0.1519,0.8185,1,1,0
0,0.010894,0,0.0189,0,0.0189,0,0.0189,0.9434,0,1,0
0,0.508477,0,0.0017,0.0038,0,0.0017,0.0094,0.9834,0,0,1
0.184211,0.010461,0.01741,0.0051,0.0051,0.0051,0.0051,0.0051,0.9746,1,1,0
0.026316,0.093103,0.03196,0.0388,0.0314,0.0639,0.043,0.0115,0.8113,1,1,0
0,0.247024,0,0.1937,0.0044,0.0044,0.0044,0.0044,0.7888,0,1,0
0,0.014213,0,0.0781,0.9219,0,0,0,0,0,0,1
0,0.007431,0,1,0,0,0,0,0,0,1,0
0,0.002453,0,0.2143,0.2857,0.2143,0.2857,0,0,0,1,0
0.052632,0.049684,0.230016,0.0374,0.0374,0.0325,0.8927,0,0,1,1,0
0.052632,0.179953,0.024607,0.0036,0.0087,0.0047,0.0051,0.0166,0.9613,1,0,1
0,0.125749,0,0.0137,0.0137,0.0137,0.012,0.012,0.9349,0,1,0
0,0.09855,0,0.8635,0.1238,0.0127,0,0,0,0,1,0
0.105263,0.042161,0.065357,0.3504,0.6496,0,0,0,0,1,1,0
0,0.088089,0,0.0683,0.0146,0.0146,0.9024,0,0,0,1,0
0,0.033187,0,0.3248,0.0637,0.0573,0.0573,0.1656,0.3312,0,1,0
0,0.035495,0,0.0178,0.0178,0.0178,0.0178,0.0178,0.9112,0,1,0
0,0.014501,0,0.0541,0.0541,0.0541,0.0541,0.0541,0.7297,0,1,0
0,0.075103,0,0.9345,0.0057,0.0057,0.0057,0.0057,0.0427,0,1,0
0,0.051511,0,0.1088,0.1632,0.4937,0.2343,0,0,0,1,0
0,0.353582,0,0.2053,0.0055,0.0055,0.7836,0,0,0,1,0
0,0.151865,0,0.7875,0.0071,0.0071,0.1969,0.0014,0,0,1,0
0.026316,0.102157,0.098209,0.1658,0.1289,0.1246,0.1289,0.1203,0.3315,1,1,0
0.026316,0.002597,0.024825,0.0238,0.0714,0.0952,0.0476,0.0476,0.7143,1,0,1
0.026316,0.123512,0.244685,0.2461,0.0574,0.049,0.0416,0.0352,0.5708,1,1,0
0,0.044802,0,0.2291,0.1674,0.1586,0.1586,0.163,0.1233,0,1,0
0.052632,0.046582,0.010738,0.6702,0.117,0.0904,0.1011,0.0213,0,1,1,0
0,0.018469,0,0.0476,0,0,0.0159,0,0.9365,0,0,1
0,0.161316,0,0.0993,0.0593,0.0566,0.7848,0,0,0,1,0
0,0.08578,0,0.4793,0.2934,0.1818,0.0289,0.0165,0,0,1,0
0,0.00873,0,0.087,0.0435,0.5217,0.1957,0.0652,0.087,0,1,0
0,0.04473,0,0.067,0.0622,0.0574,0.0574,0.0526,0.7033,0,1,0
0.026316,0.226679,0.053655,0.4829,0.1482,0.1158,0.1338,0.1193,0,1,1,0
0,0.035423,0,0.4295,0.0738,0.0738,0.0403,0.0604,0.3221,0,1,0
0.078947,0.039193,0.057295,0.3773,0.3043,0.3121,0.0047,0,0.0016,1,1,0
0.078947,0.057608,0.065279,0.9323,0.0102,0.0111,0.0083,0.0102,0.0278,1,1,0
0.078947,0.047507,0.047539,0.3488,0.1547,0.1988,0.2198,0.0779,0,1,1,0
0.052632,0.028617,0.026718,0.1059,0.0369,0.0936,0.7635,0,0,1,1,0
0,0.114277,0,0.2227,0.2205,0.2183,0.3385,0,0,0,1,0
0.026316,0.103059,0.064648,0.2856,0.0262,0.0293,0.0575,0.5973,0.0042,1,1,0
0,0.010461,0,1,0,0,0,0,0,0,0,1
0,0.075824,0,0.183,0.1536,0.1536,0.1176,0.366,0.0261,0,1,0
0.026316,0.067167,0.077897,0.5702,0.1489,0.0795,0.0575,0.0558,0.088,1,1,0
0,0.070486,0,0.0355,0.0237,0.0503,0.0621,0.0828,0.7456,0,0,1
0.052632,0.015343,0.039968,0.0578,0.1956,0.4178,0.3156,0.0133,0,1,0,1
0,0.160522,0,0.0613,0.0736,0.1335,0.1458,0.1785,0.4074,0,1,0
0,0.010822,0,0.1321,0.1132,0.1132,0.1509,0.1698,0.3208,0,1,0
0,0.396725,0,0.0547,0.0088,0.0094,0.0083,0.0088,0.9099,0,1,0
0,0.180218,0,0.8779,0.1168,0.0053,0,0,0,0,1,0
0,0.001515,0,0.2727,0.1818,0.1818,0.0909,0.1818,0.0909,0,1,0
0,0.512012,0,0.0017,0.0227,0.038,0.0708,0.2635,0.6031,0,1,0
0.052632,0.08073,0.0174,0.3463,0.0689,0.0529,0.5319,0,0,1,1,0
0,0.381213,0,0.1188,0.0449,0.0455,0.0469,0.0409,0.703,0,1,0
0,0.002453,0,0.2,0.2,0.1333,0.1333,0.1333,0.2,0,1,0
0,0.417142,0,0.4695,0.0293,0.0287,0.0316,0.1201,0.3207,0,1,0
0.131579,0.022521,0.016468,0.0178,0.0178,0.0178,0.0178,0.3447,0.5841,1,1,0
0,0.001587,0,0.125,0,0.125,0.75,0,0,0,1,0
0.026316,0.041231,0.018273,0.3131,0.0253,0.0253,0.6364,0,0,1,1,0
0,0.014862,0,0,1,0,0,0,0,0,1,0
0,0.001299,0,0.0909,0.0909,0.0909,0.1818,0.0909,0.4545,0,1,0
0.026316,0.232126,0.134319,0.1295,0.139,0.2496,0.3059,0.153,0.0229,1,1,0
0,0.118029,0,0.0073,0.0073,0.0073,0.0073,0.0073,0.9636,0,1,0
0,0.002814,0,0.0667,0.0667,0.0667,0.0667,0.0667,0.6667,0,1,0
0,0.017387,0,0.5417,0.1806,0.0972,0.1806,0,0,0,1,0
0.026316,0.048409,0.010192,0.0041,0.0223,0.0304,0.0487,0.0325,0.8621,1,0,1
0.026316,0.191112,0.071273,0.3181,0.0173,0.0173,0.0173,0.0178,0.6123,1,1,0
0,0.179569,0,0.0958,0.0813,0.2739,0.549,0,0,0,0,1
0,0.041339,0,0.0102,0,0,0,0.0153,0.9745,0,0,1
0,0.144362,0,0,0,0,0,0.006,0.994,0,0,1
0,0.051006,0,0.2405,0.0422,0.0422,0.0422,0.0338,0.5992,0,1,0
0.026316,0.018253,0.031305,0.1716,0,0.8284,0,0,0,1,0,1
0.052632,0.012241,0.055001,0.7627,0.0113,0.0113,0.0113,0.0113,0.1921,1,1,0
0,0.021643,0,0.0476,0.0286,0.0286,0.0286,0.0381,0.8286,0,1,0
0.052632,0.026646,0.028538,0.972,0.028,0,0,0,0,1,1,0
0,0.054109,0,0.3791,0.0879,0.0604,0.0604,0.0714,0.3407,0,1,0
0,0.001226,0,0.3333,0.6667,0,0,0,0,0,0,1
0,0.368949,0,0.0584,0.0573,0.0579,0.0602,0.498,0.2683,0,1,0
0,0.013708,0,0.1667,0.3333,0,0,0.1667,0.3333,0,1,0
0.026316,0.18433,0.013104,0.4006,0.0156,0.0156,0.0156,0.0156,0.5371,1,1,0
0.026316,0.053964,0.095515,0.0385,0.9615,0,0,0,0,1,0,1
0,0.098045,0,0.4715,0.0132,0.011,0.0088,0.0088,0.4868,0,1,0
0,0.024674,0,0,0,0,1,0,0,0,1,0
0,0.24017,0,0.0018,0.0018,0.0018,0.0018,0.0018,0.991,0,1,0
0,0.071135,0,0.0404,0.0162,0.0728,0.1563,0.2722,0.442,0,0,1
0.026316,0.022329,0.028101,0.9063,0.0938,0,0,0,0,1,1,0
0.052632,0.081115,0.014524,0.137,0.0176,0.0799,0.0176,0.0176,0.7305,1,1,0
0.052632,0.066926,0.185061,0.7169,0.014,0.0129,0.014,0.0129,0.2293,1,1,0
0,0.028136,0,0.1,0.8,0.1,0,0,0,0,1,0
0,0.030445,0,0.0867,0.2254,0.1156,0.4046,0.0231,0.1445,0,0,1
0.052632,0.042998,0.022204,0.0168,0,0.0034,0.0017,0.0118,0.9664,1,0,1
0,0.003752,0,0.0417,0,0.125,0.8333,0,0,0,0,1
0,0.012914,0,0.0536,0,0.0714,0.1071,0.2143,0.5536,0,0,1
0.052632,0.001852,0.012231,1,0,0,0,0,0,1,0,1
0.026316,0.114458,0.12813,0.0647,0.0075,0.0075,0.9203,0,0,1,1,0
0,0.071063,0,0.8912,0.003,0.003,0.003,0.003,0.0967,0,1,0
0,0.000938,0,0.1111,0.1111,0.1111,0.1111,0.1111,0.4444,0,1,0
0,0.001371,0,0.0769,0,0,0.2308,0,0.6923,0,0,1
0,0.00202,0,0.4,0,0,0,0.2,0.4,0,0,1
0.026316,0.138193,0.066832,0.0661,0.0571,0.0533,0.0601,0.0563,0.7072,1,1,0
0,0.021499,0,0.0185,0,0,0,0,0.9815,0,0,1
0.052632,0.169757,0.016635,0.0103,0.0103,0.0142,0.0099,0.0103,0.945,1,1,0
0,0.009451,0,0.6604,0.1509,0.1887,0,0,0,0,0,1
0,0.370608,0,0.0514,0.0508,0.0557,0.0883,0.1694,0.5844,0,1,0
